Names   E14tg2a.0h.2B	E14tg2a.0h.2C	E14tg2a.0h.2E	E14tg2a.0h.2F	E14tg2a.0h.2G	E14tg2a.0h.2H	E14tg2a.0h.3A	E14tg2a.0h.3B	E14tg2a.0h.3C	E14tg2a.0h.3E	E14tg2a.0h.3F	E14tg2a.0h.3H	E14tg2a.0h.4A	E14tg2a.0h.4C	E14tg2a.0h.4D	E14tg2a.0h.4E	E14tg2a.0h.4F	E14tg2a.0h.4H	E14tg2a.0h.5A	E14tg2a.0h.5B	E14tg2a.0h.5C	E14tg2a.0h.5D	E14tg2a.0h.5E	E14tg2a.0h.5F	E14tg2a.0h.5G	E14tg2a.0h.6A	E14tg2a.0h.6B	E14tg2a.0h.6D	E14tg2a.0h.6F	E14tg2a.0h.6G	E14tg2a.0h.6H	E14tg2a.0h.1B	E14tg2a.0h.1C	E14tg2a.0h.1D	E14tg2a.0h.1E	E14tg2a.0h.1F	E14tg2a.0h.1G	E14tg2a.0h.1H	R1.0h.1A	R1.0h.1C	R1.0h.1D	R1.0h.1H	R1.0h.2C	R1.0h.2D	R1.0h.2E	R1.0h.2F	R1.0h.2H	R1.0h.3A	R1.0h.3F	R1.0h.3G	R1.0h.3H	R1.0h.4A	R1.0h.4B	R1.0h.4C	R1.0h.4E	R1.0h.4F	R1.0h.4G	R1.0h.4H	R1.0h.5A	R1.0h.5B	R1.0h.5C	R1.0h.5E	R1.0h.5F	R1.0h.5G	R1.0h.6B	R1.0h.6D	R1.0h.6E	R1.0h.6F	R1.0h.6G	R1.0h.6H	E14tg2a.24h.1A	E14tg2a.24h.1B	E14tg2a.24h.1C	E14tg2a.24h.1D	E14tg2a.24h.1E	E14tg2a.24h.1F	E14tg2a.24h.1H	E14tg2a.24h.2A	E14tg2a.24h.2B	E14tg2a.24h.2C	E14tg2a.24h.2D	E14tg2a.24h.2F	E14tg2a.24h.2H	E14tg2a.24h.3A	E14tg2a.24h.3C	E14tg2a.24h.3D	E14tg2a.24h.3E	E14tg2a.24h.3F	E14tg2a.24h.3G	E14tg2a.24h.3H	E14tg2a.24h.4A	E14tg2a.24h.4B	E14tg2a.24h.4D	E14tg2a.24h.4E	E14tg2a.24h.4F	E14tg2a.24h.4G	E14tg2a.24h.4H	E14tg2a.24h.5A	E14tg2a.24h.5B	E14tg2a.24h.5D	E14tg2a.24h.5E	E14tg2a.24h.5F	E14tg2a.24h.5G	E14tg2a.24h.5H	E14tg2a.24h.6A	E14tg2a.24h.6B	E14tg2a.24h.6C	E14tg2a.24h.6D	E14tg2a.24h.6E	E14tg2a.24h.6F	E14tg2a.24h.6G	E14tg2a.24h.6H	R1.24h.1B	R1.24h.1C	R1.24h.1E	R1.24h.1G	R1.24h.2A	R1.24h.2C	R1.24h.2D	R1.24h.2G	R1.24h.3A	R1.24h.3B	R1.24h.3C	R1.24h.3D	R1.24h.3G	R1.24h.3H	R1.24h.4B	R1.24h.4C	R1.24h.4D	R1.24h.4E	R1.24h.5A	R1.24h.5B	R1.24h.5C	R1.24h.5D	R1.24h.5E	R1.24h.5F	R1.24h.5G	R1.24h.5H	R1.24h.6A	R1.24h.6B	R1.24h.6C	R1.24h.6E	R1.24h.6F	R1.24h.6G	R1.24h.6H	E14tg2a.48h.1A	E14tg2a.48h.1B	E14tg2a.48h.1C	E14tg2a.48h.1D	E14tg2a.48h.1F	E14tg2a.48h.1G	E14tg2a.48h.2A	E14tg2a.48h.2B	E14tg2a.48h.2C	E14tg2a.48h.2D	E14tg2a.48h.2E	E14tg2a.48h.2F	E14tg2a.48h.2H	E14tg2a.48h.3A	E14tg2a.48h.3B	E14tg2a.48h.3C	E14tg2a.48h.3D	E14tg2a.48h.3E	E14tg2a.48h.3F	E14tg2a.48h.3H	E14tg2a.48h.4A	E14tg2a.48h.4B	E14tg2a.48h.4C	E14tg2a.48h.4D	E14tg2a.48h.4E	E14tg2a.48h.4G	E14tg2a.48h.4H	E14tg2a.48h.5A	E14tg2a.48h.5B	E14tg2a.48h.5C	E14tg2a.48h.5D	E14tg2a.48h.5E	E14tg2a.48h.5F	E14tg2a.48h.5G	E14tg2a.48h.5H	E14tg2a.48h.6A	E14tg2a.48h.6B	E14tg2a.48h.6C	E14tg2a.48h.6D	E14tg2a.48h.6E	E14tg2a.48h.6F	E14tg2a.48h.6G	E14tg2a.48h.6H	R1.48h.1A	R1.48h.1B	R1.48h.1C	R1.48h.1E	R1.48h.1F	R1.48h.1G	R1.48h.1H	R1.48h.2A	R1.48h.2B	R1.48h.2C	R1.48h.2D	R1.48h.2E	R1.48h.2F	R1.48h.2G	R1.48h.3A	R1.48h.3B	R1.48h.3C	R1.48h.3D	R1.48h.3E	R1.48h.3F	R1.48h.3G	R1.48h.3H	R1.48h.4C	R1.48h.4D	R1.48h.4E	R1.48h.4F	R1.48h.4G	R1.48h.4H	R1.48h.5A	R1.48h.5B	R1.48h.5C	R1.48h.5D	R1.48h.5E	R1.48h.5F	R1.48h.5G	R1.48h.5H	R1.48h.6A	R1.48h.6B	R1.48h.6C	R1.48h.6D	R1.48h.6E	R1.48h.6G	R1.48h.6H	E14tg2a.72h.1A	E14tg2a.72h.1B	E14tg2a.72h.1C	E14tg2a.72h.1D	E14tg2a.72h.1E	E14tg2a.72h.1F	E14tg2a.72h.1G	E14tg2a.72h.1H	E14tg2a.72h.2A	E14tg2a.72h.2B	E14tg2a.72h.2C	E14tg2a.72h.2D	E14tg2a.72h.2E	E14tg2a.72h.2F	E14tg2a.72h.2G	E14tg2a.72h.2H	E14tg2a.72h.3A	E14tg2a.72h.3B	E14tg2a.72h.3C	E14tg2a.72h.3D	E14tg2a.72h.3E	E14tg2a.72h.3F	E14tg2a.72h.3G	E14tg2a.72h.3H	E14tg2a.72h.4A	E14tg2a.72h.4B	E14tg2a.72h.4C	E14tg2a.72h.4D	E14tg2a.72h.4E	E14tg2a.72h.4F	E14tg2a.72h.4G	E14tg2a.72h.4H	E14tg2a.72h.5A	E14tg2a.72h.5B	E14tg2a.72h.5C	E14tg2a.72h.5D	E14tg2a.72h.5E	E14tg2a.72h.5F	E14tg2a.72h.5G	E14tg2a.72h.5H	E14tg2a.72h.6B	E14tg2a.72h.6C	E14tg2a.72h.6E	E14tg2a.72h.6F	E14tg2a.72h.6G	E14tg2a.72h.6H	R1.72h.1A	R1.72h.1B	R1.72h.1C	R1.72h.1D	R1.72h.1E	R1.72h.1F	R1.72h.1G	R1.72h.1H	R1.72h.2A	R1.72h.2B	R1.72h.2C	R1.72h.2D	R1.72h.2E	R1.72h.2F	R1.72h.2G	R1.72h.2H	R1.72h.3A	R1.72h.3B	R1.72h.3C	R1.72h.3D	R1.72h.3E	R1.72h.3F	R1.72h.3G	R1.72h.3H	R1.72h.4B	R1.72h.4C	R1.72h.4D	R1.72h.4E	R1.72h.4F	R1.72h.4G	R1.72h.4H	R1.72h.5A	R1.72h.5B	R1.72h.5C	R1.72h.5D	R1.72h.5E	R1.72h.5F	R1.72h.5G	R1.72h.5H	R1.72h.6A	R1.72h.6B	R1.72h.6C	R1.72h.6D	R1.72h.6E	R1.72h.6F	R1.72h.6G	R1.72h.6H	E14tg2a.96h.1A	E14tg2a.96h.1B	E14tg2a.96h.1C	E14tg2a.96h.1D	E14tg2a.96h.1F	E14tg2a.96h.1H	E14tg2a.96h.2A	E14tg2a.96h.2C	E14tg2a.96h.3B	E14tg2a.96h.3G	E14tg2a.96h.3H	E14tg2a.96h.4A	E14tg2a.96h.4B	E14tg2a.96h.4C	E14tg2a.96h.4E	E14tg2a.96h.4F	E14tg2a.96h.4H	E14tg2a.96h.5A	E14tg2a.96h.5B	E14tg2a.96h.5D	E14tg2a.96h.5F	E14tg2a.96h.6A	R1.96h.1B	R1.96h.1F	R1.96h.1H	R1.96h.2D	R1.96h.2F	R1.96h.3A	R1.96h.3C	R1.96h.3D	R1.96h.3G	R1.96h.3H	R1.96h.4A	R1.96h.4B	R1.96h.4C	R1.96h.4E	R1.96h.4F	R1.96h.4G	R1.96h.5A	R1.96h.5D	R1.96h.5F	R1.96h.5G	R1.96h.6B	R1.96h.6C	R1.96h.6D	R1.96h.6F	R1.96h.6G	E14tg2a.120h.1A	E14tg2a.120h.1B	E14tg2a.120h.1C	E14tg2a.120h.1D	E14tg2a.120h.1E	E14tg2a.120h.1F	E14tg2a.120h.1G	E14tg2a.120h.1H	E14tg2a.120h.2A	E14tg2a.120h.2B	E14tg2a.120h.2C	E14tg2a.120h.2D	E14tg2a.120h.2E	E14tg2a.120h.2F	E14tg2a.120h.2H	E14tg2a.120h.3A	E14tg2a.120h.3B	E14tg2a.120h.3C	E14tg2a.120h.3D	E14tg2a.120h.3E	E14tg2a.120h.3F	E14tg2a.120h.3G	E14tg2a.120h.3H	E14tg2a.120h.4A	E14tg2a.120h.4B	E14tg2a.120h.4C	E14tg2a.120h.4D	E14tg2a.120h.4E	E14tg2a.120h.4F	E14tg2a.120h.4G	E14tg2a.120h.4H	E14tg2a.120h.5A	E14tg2a.120h.5B	E14tg2a.120h.5C	E14tg2a.120h.5D	E14tg2a.120h.5E	E14tg2a.120h.5F	E14tg2a.120h.5G	E14tg2a.120h.5H	E14tg2a.120h.6A	E14tg2a.120h.6D	E14tg2a.120h.6E	E14tg2a.120h.6G	E14tg2a.120h.6H	R1.120h.1A	R1.120h.1B	R1.120h.1C	R1.120h.1D	R1.120h.1E	R1.120h.1F	R1.120h.1G	R1.120h.1H	R1.120h.2A	R1.120h.2B	R1.120h.2C	R1.120h.2D	R1.120h.2E	R1.120h.2F	R1.120h.2G	R1.120h.2H	R1.120h.3A	R1.120h.3B	R1.120h.3C	R1.120h.3D	R1.120h.3E	R1.120h.3F	R1.120h.3G	R1.120h.3H	R1.120h.4A	R1.120h.4B	R1.120h.4C	R1.120h.4D	R1.120h.4E	R1.120h.4G	R1.120h.4H	R1.120h.5A	R1.120h.5B	R1.120h.5C	R1.120h.5F	R1.120h.5G	R1.120h.5H	R1.120h.6B	R1.120h.6C	R1.120h.6D	R1.120h.6E	R1.120h.6F	R1.120h.6G	R1.120h.6H	E14tg2a.168h.1A	E14tg2a.168h.1B	E14tg2a.168h.1D	E14tg2a.168h.1E	E14tg2a.168h.1F	E14tg2a.168h.1G	E14tg2a.168h.1H	E14tg2a.168h.2A	E14tg2a.168h.2B	E14tg2a.168h.2C	E14tg2a.168h.2D	E14tg2a.168h.2E	E14tg2a.168h.2F	E14tg2a.168h.2G	E14tg2a.168h.2H	E14tg2a.168h.3A	E14tg2a.168h.3B	E14tg2a.168h.3C	E14tg2a.168h.3D	E14tg2a.168h.3E	E14tg2a.168h.3H	E14tg2a.168h.4A	E14tg2a.168h.4B	E14tg2a.168h.4C	E14tg2a.168h.4D	E14tg2a.168h.4E	E14tg2a.168h.4G	E14tg2a.168h.4H	E14tg2a.168h.5A	E14tg2a.168h.5B	E14tg2a.168h.5C	E14tg2a.168h.5D	E14tg2a.168h.5E	E14tg2a.168h.5F	E14tg2a.168h.5G	E14tg2a.168h.5H	E14tg2a.168h.6B	E14tg2a.168h.6C	E14tg2a.168h.6D	E14tg2a.168h.6E	E14tg2a.168h.6F	E14tg2a.168h.6G	E14tg2a.168h.6H	R1.168h.1A	R1.168h.1C	R1.168h.1D	R1.168h.1E	R1.168h.1F	R1.168h.1G	R1.168h.1H	R1.168h.2A	R1.168h.2B	R1.168h.2C	R1.168h.2D	R1.168h.2E	R1.168h.2F	R1.168h.2G	R1.168h.2H	R1.168h.3A	R1.168h.3B	R1.168h.3C	R1.168h.3D	R1.168h.3F	R1.168h.3G	R1.168h.3H	R1.168h.4A	R1.168h.4B	R1.168h.4C	R1.168h.4D	R1.168h.4E	R1.168h.4F	R1.168h.4G	R1.168h.4H	R1.168h.5A	R1.168h.5B	R1.168h.5C	R1.168h.5D	R1.168h.5E	R1.168h.5F	R1.168h.5H	R1.168h.6A	R1.168h.6B	R1.168h.6C	R1.168h.6D	R1.168h.6E	R1.168h.6F	R1.168h.6G	R1.168h.6H
Actb	16.72083152	16.9504402	16.58553732	17.31363421	17.735432	17.35326461	17.42443958	16.79354963	17.881071223	16.81684918	16.58342155	17.20632091	17.24866305	17.38914492	17.52552188	16.72927621	16.76011	15.4358536	16.89426648	15.88666922	17.02744466	17.03972459	17.25611959	16.71478831	16.83134962	16.8988233	17.36152091	16.99179376	17.74671454	17.40097637	17.50916299	16.50882355	16.43632231	16.86957685	17.45780727	17.25581848	17.49360019	16.85615816	16.2805273	17.49253918	15.98589615	17.34827149	16.10901446	16.74165319	16.92430116	16.67528078	15.95224075	17.34385821	16.97164695	16.21020566	16.40939512	15.98336492	18.034908001	17.53911166	16.58448819	16.82575303	17.39026836	17.820533567	17.851470363	16.69274271	17.78789416	17.01981377	16.05943128	16.96528808	17.48972486	16.7781042	17.58417613	16.86043573	15.98328152	17.38320788	14.9639961805	16.3060706405	15.5762244605	16.4612735705	16.8863296005	17.5935643105	16.2498551805	17.2096517505	17.3952039905	16.7875909205	15.6488604805	16.1512510605	17.3688084705	15.4824057505	16.6959214105	15.7986836605	16.7027665505	14.5453659105	16.8852831905	17.2370862705	16.9788436205	16.1945210305	14.7991870805	17.2322416505	17.1155877405	16.9604999505	17.1574510505	16.8132095105	16.3557329405	17.3892967705	16.4866192105	16.5054224705	16.6954994505	17.3946112305	14.9929193105	17.3271545805	16.9315126405	17.5393330205	17.1438533205	16.6010323905	16.9320844505	16.3717311805	17.4288896305	17.5732083705	16.7524363905	16.7389943505	17.5461510705	17.0117037605	15.7198546305	17.1271627305	17.0190418705	17.3788147105	17.6615432405	17.6361423205	17.5367610905	16.4086708405	17.2740569705	16.2753085605	16.5546932805	18.5296386155	16.4193280105	17.1033112605	17.0755377405	17.7803398805	16.9985429305	16.7059823405	16.6661234405	15.5811466605	16.8823625205	17.4481253805	15.7369537905	16.8599413405	15.9886571605	16.9675620205	16.9258008105	18.4706712915	17.1062972055	18.4441354605	17.9699679955	17.8189648855	16.9189916555	17.1288941155	15.5223884255	16.6821660455	14.8887578655	15.2830789755	18.1251680955	17.3223580155	17.2018914155	16.9909466155	17.7119158455	16.2677399055	16.9220143055	16.2440360755	17.1232754055	18.3261549655	17.2909962155	17.7282190955	17.6471722255	16.7222390455	16.9370484355	17.1490551855	17.1011981055	14.9292892355	15.4502767055	18.2079698855	15.5155476755	17.7500437355	17.6263953855	17.0050599755	17.1817844155	17.9698077655	18.1162708155	17.0787660055	17.5253097955	16.9152900155	17.0110476955	17.1575909355	15.9955050955	16.2192951855	15.7032164155	14.5171297355	14.5791128555	16.5996125255	16.2735222355	16.2965100455	16.4095192855	16.8350352755	15.4489354755	15.6541789355	17.2984669355	15.5479798255	16.4713536055	16.7174956455	16.7803643755	16.6136751455	15.2720436955	16.9711750855	17.2087558355	14.9784928055	16.3449383355	14.6117696655	16.8119393555	16.5577186055	17.9131379355	15.7626695155	15.8256084755	15.5692807055	16.7702927355	14.8447541855	15.7391525055	15.5302960555	15.8962147055	17.5266378055	16.4626560155	16.0965621655	17.5326893555	18.5057277985	14.9402699255	14.1381831155	16.0477527155	16.6282870165	15.7224927465	17.2028284465	16.4779419465	17.6091659565	16.9607019365	16.0967154965	16.0935961565	16.6909295865	16.2469776165	16.3362516865	17.7936715465	16.6818450565	17.4454369465	16.4141570965	16.7280982465	17.4531388565	16.5744613865	15.4855225265	15.2330602965	17.4311813165	17.6345066765	15.4866549965	18.1092927755	15.7415485765	16.6115135365	16.9345195665	17.0064665865	15.2068717265	16.7043220265	18.1819319285	17.0697089665	16.4406905565	16.6794276865	17.4420855365	17.2629559965	16.8990017265	15.2155032265	18.3753009645	17.4102221265	15.2383048165	16.9709661265	16.4007893865	16.3545297365	17.5158553465	16.9584856365	14.8558055865	16.4745841065	16.7576442565	16.5072617865	17.3428461765	15.2511762465	16.3188760765	18.3213506225	15.6564936865	17.4533927465	15.8507892865	15.3069753565	14.7170760665	16.1565032365	15.8929160865	16.2542091765	16.3487142665	16.4052637365	14.5215546665	15.7059894365	16.6872006965	15.1830239065	16.5204470065	16.4438771865	16.5747782365	16.0599697865	16.2970049065	15.1046995065	15.7531779165	15.0373511865	15.3275571265	15.8818629865	16.0238356265	16.1505489465	16.5886995165	16.1941390965	15.7958260165	17.0018150565	16.2867527465	17.4363973165	16.8846129165	16.8418355365	16.5854108565	16.7035172565	15.7950225565	16.8866075065	15.6016432865	16.7425390585	16.9802142185	14.9188251385	16.6725495685	15.3352459485	16.1762125985	16.8033422485	17.7695983385	16.7175910785	15.5138360685	15.5497954785	17.0778200885	16.5609619285	18.4689102385	16.7073549285	16.9632338885	15.7186209685	15.9401908985	15.7061077985	15.5109894185	17.6588699285	15.7983399785	17.0160829885	15.7266265385	17.7719556385	15.1709572585	16.3848720185	16.4959151185	15.5180796185	16.2417211885	15.7410953085	16.9172675385	16.2067046185	17.6786072185	16.0455543485	18.7615572185	16.8828202085	15.9592964985	15.1738314385	19.5786715785	16.6289610385	17.3181723785	16.8141127885	15.1815202685	15.9714557685	16.2537523785	17.1537772485	17.757707418	15.018088948	16.110417978	17.649259998	16.543361588	16.598022538	17.159544738	15.888253928	14.936834548	16.869362628	18.637018068	17.638109328	15.416878068	16.614924368	16.598895838	17.263382598	17.265856678	14.875151938	15.494202198	16.887545318	15.992234838	14.786568878	16.438404838	18.031005958	16.570299148	15.824169568	16.876351068	15.615377148	17.667992438	17.102643328	15.869460888	16.798626988	18.174992818	16.267847958	16.458980638	15.959737578	18.068301158	15.580425168	17.107555928	15.609338258	16.553982458	14.628371678	16.296868558	18.051995078	16.641178288	16.204984808	15.873164668	17.434246288	15.857916618	17.215729538	15.255498348	15.700995628	16.645292888	18.795477628	17.436155268	17.849645468	19.328499026	18.149844918	17.859502228	16.840254058	16.382169888	16.385661548	17.525252508	17.917975808	16.691548868	18.243276978	16.633853388	16.019825408	16.943003008	18.376663348	17.163376278	17.574947698	17.243877938	17.553757178	17.230433788	16.805965648	18.303741698	16.354109008	17.785838248	16.500198258	16.547081928	16.307061778	15.126331238	18.682286088	17.815408128	16.764584228	18.323770378	15.851466428	16.68751382	18.70092359	17.92302812	17.66750009	16.58979782	16.7672076	17.1291883	17.96370298	15.41854263	16.04977629	16.01680505	14.98404736	15.28245985	15.63007325	16.27518359	15.80159019	16.04868805	16.08898517	15.35411763	16.1558149	16.33329117	14.92450925	16.22327577	17.66368621	15.71775595	15.92610415	16.7686162	15.62255267	17.89806745	17.77553957	16.27751975	16.58628197	15.37827723	15.97929709	17.72106279	15.75283851	15.78847309	16.32031557	16.67202227	15.50311294	16.6994755	14.94250404	15.87078131	16.27318965	16.99957123	17.58693046	17.50223389	17.26249381	16.4671076	18.32979567	15.0411139	16.3453498	17.16352074	17.27307859	18.17274539	17.96800972	17.57727492	16.23978409	16.05565654	17.871515	16.9723675	16.7226436	18.72518354	16.57131363	18.16372412	17.42455603	16.33366782	18.20190792	17.31444094	16.92557201	18.48783829	16.66907274	16.48275867	19.07938058	17.1367622	17.37539228	18.47736803	16.79396618	17.44374063	16.84953294	17.92022021	14.89429722	16.92271212	16.25392371	15.89093325	17.91530251	17.08638198	15.64111961
Bmi1	10.55239915	7.81951173	0	10.09453972	6.99329532	9.90850057	9.04677112	9.50562781	3.14203363	11.46185056	9.41931266	8.99661847	9.5297284	8.09928085	9.87810795	0	10.1720453	10.19189999	8.82544607	8.9209668	7.43943066	0	8.49787073	10.17978137	8.69144828	5.57149553	8.78586552	0	8.81704416	8.74532528	10.07911668	0	0	9.7420563	9.18492675	5.56508947	10.04238891	0	11.20297043	0	8.65927001	10.37749272	10.36757185	9.48646278	0	0	8.55018364	9.74567566	8.66976664	10.2652035	3.30454556	0	0	8.90235621	0	9.78323891	11.72901387	8.50553073	10.17610857	9.00976377	9.04329441	8.87560311	8.51079063	9.0854448	7.30369087	9.96515172	8.67318265	7.94484836	9.83906963	8.72833345	12.5181171805	10.4756980805	12.3147467205	10.0879008105	9.7153870705	11.0905262605	10.4511849205	11.2611542805	11.5382548705	11.1436098105	11.7867794905	9.6598888005	10.1427130705	9.2236827405	8.7545756905	0	11.0598272405	10.3172139105	0	10.3449664805	8.9902652705	11.5575195105	11.3620073305	10.1344921505	11.0574703405	9.2750992905	11.3060021505	10.7037590805	9.8406660805	9.7773061305	9.7754693505	8.8823956905	9.0034602505	0	10.3557049905	10.9188713005	8.5822525405	11.1872030805	0	0	9.4949292405	10.4305873305	8.5708420905	9.1778575905	9.5735086105	8.0013625705	8.9768613505	11.0732438905	8.7698529205	9.3696763105	0	9.6334641605	9.7232469705	8.9764902105	9.2333029705	8.9377964705	0	10.6408417105	8.2754317805	10.2100610605	0	6.8512814405	10.1447718005	0	9.0483775105	8.5846175705	9.5845703105	7.6057534205	8.3265798905	9.8101413205	0	8.1654186505	10.5904475205	0	8.7632983705	10.6928127155	11.1264413055	10.6376754655	11.9072630955	0	10.6158871355	10.4115310655	1.9058357055	11.2546554355	10.1166815855	10.9219391655	11.0260778455	9.8889569155	10.5593724355	12.3179578355	0	10.9993316055	9.3857282955	10.0253660055	12.8196224255	10.7372135055	11.7052259755	9.1109867655	11.0593251755	8.6647624455	9.1837857655	10.4615611855	10.8735806455	12.5585900255	10.2248238155	0	10.2415088855	11.0273611555	9.6636528355	10.0646543555	0	9.3040447055	11.6266793655	9.3481445655	10.9032338455	11.4555100855	10.9855957955	11.6773841755	10.4075403755	11.4095075255	0	9.2335788855	2.8799237855	0	0	9.3535631755	0	10.1114342255	8.5127435155	9.4891873055	9.4443362955	9.1286443955	10.0346613955	10.2693271255	10.2240174955	9.0267983655	8.5417088755	0	8.9214589455	11.5597078655	0	10.1686504555	10.7554164455	8.5484389355	12.3902422655	0	9.6450790055	0	0	9.0442062755	7.7431201055	9.4978091555	9.5316642955	0	0	0	10.9983304755	8.2782687155	9.2392699855	9.4335420855	7.6167491455	10.3341512565	8.6103625565	0	7.2474695165	0	9.7636061165	8.1441429665	10.4235557265	0	11.3147209265	11.1241308765	6.7575244865	10.7562106165	0	7.0244169865	10.1660765465	0	9.1200920665	9.2903044165	10.3737887465	10.0362341865	11.7226585765	8.9458447765	9.5869835365	7.3251115565	9.3194829565	6.8229756465	11.0736315865	0	9.1022411565	2.2529179465	9.5471499565	11.0875842365	2.1103329665	9.5801993665	0	9.4204909765	0	0	8.9587735965	8.4849490365	0	9.4484229365	9.3541115865	11.2393139165	9.1428997365	0	0	0	0	0	10.2020020165	9.3022103365	0	9.8153085565	0	0	0	0	0	0	8.7136713965	8.4331683365	0	0	0	10.4235982965	0	0	9.0814868065	0	9.7650115365	0	0	0	0	9.1528052765	0	0	0	8.1066053465	0	6.0129133365	8.9224350565	0	0	0	0	9.1596821765	0	0	0	8.8485899165	11.0284415185	12.9144999885	12.8336384385	11.3739344885	10.1813909285	11.5065171885	13.0318457385	11.1916388485	12.9285148285	12.3190483285	12.3371475485	12.3167798185	11.0315790285	12.1550674685	9.7141025185	11.7216344485	13.0096274985	11.1382538185	11.9097414485	11.8421786785	11.7420185285	11.9591424885	11.1242289585	0	0	10.2523703885	11.0008755585	0	0	0	0	9.9082580385	0	0	0	0	10.8417834385	0	0	0	10.0826933385	0	9.3840240985	0	0	0	9.9298150885	12.370517938	11.367347728	11.712549598	0	10.368717928	11.278328908	13.006619388	11.968747808	12.966273628	12.334545778	13.095504738	11.298656848	10.042032308	12.668365098	11.424155498	11.431071678	10.247969048	11.471213878	11.025102078	10.377602578	12.174466408	10.920631818	11.942229298	9.839959508	13.022321098	12.634790188	10.100279658	12.403687318	12.636609168	11.410956858	12.046301098	12.474244338	9.852871098	12.312814778	10.370219638	0	9.454681908	10.136626458	12.422890878	5.705562308	11.692130068	12.013098258	12.396609298	11.674180598	12.220835948	9.450631438	10.218651908	11.164284898	9.744454618	0	0	4.279292188	0	9.132370948	10.462637748	0	0	0	11.698845258	10.458832328	11.388565698	8.913892198	9.724458588	10.480394418	0	10.229598798	0	10.133980848	0	10.178094408	0	10.020670688	11.402221728	11.189895138	0	0	0	12.212437918	10.331401228	10.317374998	10.072049438	10.678172858	9.763963208	10.234201328	10.779308778	9.865508028	11.291333198	0	11.24162667	12.72421763	10.56249046	9.0107397	11.58791067	12.67936363	12.04386145	10.56331663	11.88600202	10.93661915	11.56516623	10.26042235	10.71351283	11.35092276	12.79521892	0	11.48726628	11.58519497	0	11.32547522	11.13593458	0	9.01982364	12.28350284	11.28145466	12.49503061	11.98716845	9.80494176	0	11.69832406	10.13705317	10.25268148	11.60063647	10.64407212	11.62109228	12.57934428	11.89478092	10.63032178	0	8.83231113	0	10.99698012	11.91363585	10.77252186	0	6.351796	11.88529077	12.99165532	13.15328496	0	10.59033145	0	9.07654331	9.25104195	0	13.16177584	10.76307129	12.56453446	10.03328238	8.9778875	0	10.88028247	9.53079231	12.21085966	12.50688718	11.17797417	12.18168333	10.79864309	11.23637223	10.04695879	12.37862861	8.48656099	12.46142982	11.27774773	12.07661709	11.48204119	12.04235866	0	12.01421043	11.34510963	8.56960267	0	10.76276635	0	12.11927778	12.64058747	12.24335409	0
